1.351654660258350127e-02,2.989787976968381500e+00
3.209551362791424056e-01,2.619998554569308968e+00
1.813703060688074409e-01,2.784172146690337524e+00
2.885747515465355573e-01,2.667540727879746498e+00
5.357915596575628658e-01,3.394513128746599495e+00
5.461192776858414533e-01,3.830248531479691465e+00
3.305932459595810613e-01,2.819802403488012033e+00
9.757073445429174097e-01,3.728726777222757693e+00
9.157030336572997697e-01,3.862386087581141769e+00
5.262350161241712287e-01,3.312720716451639902e+00
5.155396271306008638e-01,3.339361566922416813e+00
3.167152567515275630e-01,2.295235061038242819e+00
1.367176637556358765e-01,2.573701966166707766e+00
1.463563915017326300e-01,2.746822620661557579e+00
4.290217563774919585e-01,2.880096407003851944e+00
3.116566846486679143e-01,2.239094414167071445e+00
8.521484276653281675e-01,3.829377572092826032e+00
5.034745013873559438e-01,3.116201859346078962e+00
9.087566683386506527e-01,3.960864582637484865e+00
2.425024507949380403e-02,2.879557208841430072e+00
4.529895153558071152e-01,2.669183066092208900e+00
9.848761477198875181e-01,3.689846719918978390e+00
4.800511920761890705e-01,3.209442781866524541e+00
5.990654377426791743e-01,3.883270425450476626e+00
2.638243621598189703e-01,2.108785507244519852e+00
6.224875330171871779e-01,3.299789630193470380e+00
4.330300824823749561e-01,2.547520734490190009e+00
7.960285189459861410e-01,3.854611175336839946e+00
3.033147585846617256e-01,2.365502121572816474e+00
3.450701789088119753e-01,2.650220095966875355e+00
2.397313239151538378e-01,2.456234693314789386e+00
2.011564193863635275e-02,2.687107476488237889e+00
1.214426393401690785e-02,2.790753091267662356e+00
6.569965328874085575e-01,3.994716652773402821e+00
2.276627011775110843e-01,2.344388696115701887e+00
1.740897569541911549e-01,2.603147559424919599e+00
9.968268122637002904e-02,2.696830257693624056e+00
7.128698758427218785e-01,4.291411151496405729e+00
7.431524971613291397e-01,3.918221074095072698e+00
5.357635394436743859e-02,2.581475887146197579e+00
6.357434898721163741e-01,3.720936928682593070e+00
6.397711747755520095e-01,3.965070046936909787e+00
2.299422027763230458e-01,2.446451332955195124e+00
5.468058539574022214e-01,3.641642296323272188e+00
8.474758362094864106e-01,3.986159671330314680e+00
3.709121220951651088e-01,2.452270174764112021e+00
2.671681014815002753e-01,2.560034412401072323e+00
9.035738436996945122e-01,3.912277212366463974e+00
3.104572231954577655e-01,2.362030104163578503e+00
8.561041180920752058e-01,3.960948097378996557e+00
2.580613879300066582e-01,1.843486385110036707e+00
4.340616825866273620e-01,2.657271206290064747e+00
7.046257568904313873e-01,3.860163435694515588e+00
5.726926994876876398e-01,3.449909359313286128e+00
3.590938981212132841e-02,2.875535640582286945e+00
5.496286819976493598e-01,3.412248943483402464e+00
2.962367870285458338e-01,2.479059685333341534e+00
6.117557960003899842e-01,3.952409694257305262e+00
6.326283676385768828e-03,2.879371296712573969e+00
1.870554840772714611e-01,2.239429551119312745e+00
5.944147325125216375e-01,3.377528426082302637e+00
6.998210158145009574e-01,4.236162083050826865e+00
2.991836925880649867e-01,2.124990610310906636e+00
7.594387510887987691e-01,4.157077250587417616e+00
6.910191263267604356e-01,3.953089937761820938e+00
8.988296638749236900e-01,3.462560575472211966e+00
4.232789199788877799e-01,2.874890509119668369e+00
8.345735975685956154e-01,3.916111184971963866e+00
5.348523981557613549e-01,3.489462579813871645e+00
8.129578544230938730e-01,3.995231597240692878e+00
3.497971613793968704e-01,2.420459168755871637e+00
6.173775802151155734e-01,3.661973571931087523e+00
7.373647678080641477e-01,3.797949786832735874e+00
5.028674456479056420e-01,3.343646224913651821e+00
7.483669265748061905e-01,4.426652466369648486e+00
7.354537403149108421e-01,4.379594630558046653e+00
4.067663618586563334e-01,2.855286601952375936e+00
4.111124200140701124e-01,2.863915606945093728e+00
7.277457580608057697e-01,4.121769114624129315e+00
3.451827957383224454e-02,3.217685980706605164e+00
5.574964031160511979e-01,3.302505184021576667e+00
4.794782147675797912e-01,2.873553577835474826e+00
7.140934603287523164e-01,4.059586443121271593e+00
9.012317747906247734e-01,3.817116073717631064e+00
8.076490122195731924e-01,3.947773128261331976e+00
8.800767011295308473e-01,3.591467618317290444e+00
7.748346736143220115e-01,4.444062973458535737e+00
5.051301231928871927e-01,3.224477386385701472e+00
3.506699078972779215e-01,2.422273969510048364e+00
6.831533631051737165e-01,4.253518870447135392e+00
1.398168720361703254e-01,2.593052013498090336e+00
6.278980993135414579e-01,3.893441393571233089e+00
6.563774022102107919e-01,4.308732409411922148e+00
8.318029729113782800e-01,3.931263338479068281e+00
1.411634018286176406e-01,2.456628923140149912e+00
9.858800168456146595e-01,3.212878824487476415e+00
2.849158911638122182e-01,2.395571608051641377e+00
6.027915997658496172e-01,3.651221146326660172e+00
2.878168461977772541e-01,2.245410204868758086e+00
2.467641997471247128e-01,1.755731054634280586e+00
